Customer_ID,Age,Gender,Region,Membership_Level,Tenure_Months,Monthly_Income_JD,Monthly_Spend_JD,Total_Orders,Average_Order_Value_JD,Days_Since_Last_Purchase,Website_Visits_Last_30_Days,Email_Engagement_Rate,Discount_Usage_Rate,Satisfaction_Score,Support_Tickets_Last_6_Months,Complaint_Flag,Last_Campaign_Response,Payment_Method,Churn
C00896,29,Male,Balqa,Gold,16,1873.66,349.52,14,404.4,88,22,0.417,0.434,3,3,1,0,Digital Wallet,0
C00982,28,Female,Amman,Silver,39,2226.7,148.46,17,255.44,15,11,0.768,0.138,4,3,1,1,Card,0
C01026,39,Male,Zarqa,Basic,13,1021.75,156.01,13,150.08,1,14,0.66,0.336,4,1,0,0,Card,0
C00581,48,Male,Irbid,Silver,14,1767.2,171.85,13,136.17,10,19,0.516,0.604,3,1,0,1,Digital Wallet,0
C00907,60,Male,Amman,Silver,11,1797.93,123.78,8,182.16,62,17,0.554,0.314,3,1,0,0,Digital Wallet,1
C00622,24,Female,Balqa,Silver,84,763.35,137.89,44,248.45,228,14,0.578,0.619,5,3,1,1,Card,0
C00738,31,Male,Irbid,Gold,43,1385.7,164.79,20,364.47,16,15,0.435,0.382,2,5,1,0,Card,1
C00672,70,Female,Zarqa,Gold,13,2480.06,165.56,7,252.6,40,10,0.936,0.685,4,2,0,0,Card,0
C01042,53,Female,Other,Platinum,43,2185.1,357.62,20,500.0,49,23,0.469,0.526,4,0,0,1,Bank Transfer,0
C00211,57,Male,Amman,Basic,25,1074.81,243.78,20,278.43,31,16,0.585,0.12,1,8,1,0,Bank Transfer,1
C00983,30,Female,Amman,Gold,56,1028.43,187.49,19,500.0,142,11,0.22,0.836,2,5,1,1,Card,1
C00563,22,Female,Irbid,Gold,57,1529.81,179.3,22,421.52,111,16,0.361,0.465,3,3,1,0,Cash,1
C01070,41,Male,Zarqa,Gold,22,1654.87,169.98,10,415.03,121,18,0.48,0.428,3,1,0,0,Cash,1
C00682,24,Female,Zarqa,Silver,75,936.7,126.48,26,327.92,81,15,0.38,0.654,2,4,1,0,Card,0
C01112,47,Female,Irbid,Gold,70,1335.29,377.75,45,485.92,90,28,0.521,0.02,3,1,0,1,Bank Transfer,0
C00095,52,Male,Balqa,Basic,15,1066.69,149.42,11,186.96,16,16,0.275,0.356,1,3,1,0,Card,0
C01086,61,Female,Other,Gold,50,3009.92,207.02,27,349.46,51,20,0.282,0.513,3,0,0,0,Card,0
C00041,60,Male,Amman,Silver,21,1514.55,218.74,14,324.32,0,19,0.374,0.658,4,0,0,1,Card,0
C00492,24,Male,Amman,Gold,16,1807.6,432.98,14,412.82,100,17,0.202,0.255,4,3,1,0,Digital Wallet,1
C00951,52,Female,Amman,Platinum,22,2164.73,198.38,15,273.5,91,22,0.296,0.379,3,3,1,1,Cash,0
C01052,53,Female,Amman,Basic,25,2072.55,138.74,10,340.36,34,17,0.248,0.217,3,5,1,0,Card,1
C00017,53,Female,Irbid,Platinum,9,2031.03,245.51,8,294.26,74,16,0.45,0.468,2,3,1,1,Cash,1
C00401,19,Male,Amman,Silver,44,766.39,239.07,33,402.06,36,12,0.733,0.322,5,2,0,0,Card,0
C00023,56,Male,Irbid,Gold,34,2237.52,271.05,21,350.57,90,17,0.495,0.675,2,4,1,0,Cash,0
C00120,63,Male,Amman,Gold,12,2645.35,251.66,12,210.1,10,26,0.213,0.495,3,3,1,1,Card,0
C00485,61,Female,Amman,Basic,8,1763.09,404.17,22,149.08,46,16,0.177,0.603,5,2,0,1,Card,0
C01022,56,Female,Amman,Basic,27,2362.4,157.54,17,258.87,34,14,0.608,0.163,4,1,0,1,Bank Transfer,0
C00511,23,Female,Amman,Basic,68,1483.38,83.25,24,239.87,2,14,0.606,0.116,3,2,0,1,Cash,0
C00246,40,Male,Irbid,Gold,13,1430.2,335.74,14,265.29,29,21,0.207,0.461,3,3,1,0,Card,0
C00820,68,Female,Other,Gold,10,2189.97,172.06,4,411.27,101,17,0.631,0.704,3,3,1,0,Card,0
C00900,31,Female,Other,Basic,51,930.01,128.94,31,209.79,6,14,0.291,0.703,3,3,1,0,Bank Transfer,0
C00688,40,Male,Zarqa,Gold,11,1404.56,196.59,12,144.45,85,22,0.443,0.507,4,3,1,1,Cash,0
C00434,41,Male,Zarqa,Silver,32,2776.55,180.52,16,494.29,45,27,0.455,0.083,3,3,1,0,Bank Transfer,0
C00821,25,Female,Irbid,Silver,68,711.85,176.4,24,500.0,7,20,0.369,0.827,5,0,0,0,Card,0
C00620,27,Male,Other,Silver,18,1398.35,110.37,5,374.8,8,15,0.386,0.088,4,0,0,0,Card,0
C00453,19,Female,Amman,Gold,31,1393.38,217.45,17,324.23,12,16,0.319,0.838,5,1,0,0,Card,1
C00707,26,Female,Other,Basic,28,2078.77,151.84,18,252.83,5,16,0.607,0.363,5,0,0,1,Digital Wallet,0
C00494,63,Male,Amman,Basic,33,2752.94,215.82,20,381.35,11,16,0.493,0.371,4,0,0,0,Digital Wallet,0
C00807,32,Female,Other,Platinum,13,2900.6,344.33,12,313.99,18,19,0.401,0.689,4,0,0,0,Cash,0
C01078,19,Male,Zarqa,Gold,84,1582.57,354.03,40,500.0,26,18,0.465,0.841,4,2,0,0,Card,0
C00593,28,Female,Amman,Silver,56,890.4,188.39,18,500.0,33,12,0.302,0.139,5,1,0,1,Card,0
C00598,37,Female,Amman,Basic,11,1730.26,89.66,5,178.43,4,7,0.437,0.422,5,0,0,1,Bank Transfer,0
C00435,21,Female,Amman,Gold,9,919.6,196.21,9,181.63,9,17,0.093,0.198,3,2,0,0,Digital Wallet,0
C00776,59,Male,Zarqa,Silver,16,697.04,159.61,5,460.93,75,15,0.165,0.084,2,0,1,0,Card,1
C00958,44,Female,Amman,Basic,20,1870.65,106.43,12,108.16,2,11,0.281,0.766,4,3,1,1,Card,0
C00286,48,Female,Amman,Basic,21,1363.08,42.04,8,114.66,240,9,0.327,0.486,4,1,0,1,Digital Wallet,1
C00959,44,Female,Zarqa,Silver,7,2278.35,122.28,6,153.13,5,11,0.432,0.264,3,1,0,0,Card,0
C01038,51,Male,Amman,Silver,25,2757.91,171.5,11,359.28,3,5,0.471,0.38,3,3,1,1,Card,0
C00312,45,Male,Irbid,Basic,7,1746.94,89.98,5,120.56,18,16,0.138,0.717,4,2,0,0,Card,1
C01199,26,Female,Amman,Platinum,32,1798.78,180.52,15,452.43,21,350,0.688,0.71,4,1,0,1,Card,0
C00066,30,Male,Irbid,Platinum,23,1746.7,314.08,17,347.79,137,19,0.858,0.338,5,1,0,0,Bank Transfer,0
C00092,62,Female,Amman,Basic,11,1280.93,230.52,8,281.86,54,22,0.283,0.415,3,3,1,0,Card,0
C00849,63,Male,Irbid,Silver,33,2302.43,239.36,12,466.53,9,11,0.214,0.259,4,0,0,0,Cash,0
C00557,41,Male,Amman,Silver,6,1926.47,169.27,4,253.3,3,14,0.237,0.298,5,0,0,0,Card,0
C00361,58,Female,Irbid,Silver,28,1953.96,163.82,17,210.92,107,10,0.837,0.472,3,2,0,1,Cash,0
C00766,48,Male,Other,Gold,36,1393.08,305.77,21,334.13,13,24,0.048,0.272,4,2,0,0,Card,0
C00813,61,Male,Amman,Basic,23,2211.07,180.99,20,206.77,29,10,0.524,0.256,2,3,1,0,Card,0
C00735,64,Male,Zarqa,Silver,5,2029.84,137.52,3,227.06,10,11,0.299,0.236,3,1,0,0,Digital Wallet,0
C00775,64,Male,Irbid,Platinum,52,2724.26,436.2,31,500.0,36,22,0.603,0.377,3,3,1,0,Bank Transfer,0
C00056,46,Male,Amman,Silver,27,1850.39,112.61,15,156.79,28,15,0.666,0.546,5,1,0,0,Cash,0
C00049,44,Male,Other,Basic,14,2002.07,102.07,9,159.48,24,13,0.272,0.447,4,1,0,0,Digital Wallet,0
C00024,66,Male,Irbid,Silver,40,1561.21,139.85,15,338.29,12,17,0.541,0.708,4,2,0,1,Card,0
C00136,67,Male,Irbid,Basic,26,2475.8,114.14,12,212.03,31,15,0.431,0.756,5,0,0,1,Digital Wallet,0
C00638,30,Male,Amman,Gold,31,1798.68,159.16,10,500.0,58,18,0.643,0.526,2,6,1,1,Digital Wallet,1
C01169,32,Female,Amman,Silver,10,1174.25,203.48,7,258.23,41,17,0.15,0.322,3,4,1,0,Card,0
C00980,44,Male,Other,Gold,43,1256.53,171.75,18,300.63,18,14,0.29,0.176,3,3,1,1,Cash,0
C00158,28,Female,Amman,Platinum,35,1713.64,234.59,15,481.85,21,25,0.579,0.543,2,2,1,1,Card,0
C00387,48,Female,Irbid,Basic,19,1938.16,275.2,19,231.12,3,23,0.272,0.732,4,1,0,0,Card,0
C00458,43,Male,Irbid,Gold,26,1579.47,321.15,15,500.0,31,21,0.505,0.299,5,0,0,0,Card,0
C00142,45,Male,Amman,Basic,34,2108.6,410.82,23,479.44,14,25,0.562,0.781,4,1,0,0,Digital Wallet,0
C01000,31,Female,Amman,Basic,12,1341.06,194.19,10,242.15,78,10,0.4165,0.081,3,1,0,0,Card,0
C00815,58,Male,Irbid,Silver,7,1792.625,355.54,17,155.97,24,22,0.256,0.401,3,1,0,0,Card,0
C01033,63,Female,Other,Basic,58,3287.68,206.3,31,263.71,83,13,0.199,0.618,3,0,0,1,Card,1
C00357,45,Male,Amman,Gold,15,2364.52,195.67,10,218.42,92,9,0.607,0.326,4,0,0,0,Card,0
C00338,23,Female,Amman,Basic,46,1508.32,100.43,19,248.37,122,14,0.303,0.842,4,1,0,0,Cash,1
C00905,45,Female,Balqa,Platinum,18,2409.28,271.54,18,245.31,42,17,0.439,0.312,5,1,0,0,Card,0
C00111,47,Female,Amman,Basic,22,1308.4,110.02,9,206.39,57,14,0.4165,0.5,5,1,0,1,Card,0
C00696,62,Male,Irbid,Basic,29,1929.7,109.32,9,336.99,48,14,0.309,0.108,3,1,0,0,Card,0
C00108,60,Female,Amman,Basic,40,2094.23,151.67,19,283.02,72,13,0.717,0.232,4,0,0,0,Card,0
C00761,44,Male,Zarqa,Silver,74,2712.38,170.05,32,325.74,80,12,0.728,0.287,4,1,0,0,Cash,0
C00028,21,Female,Amman,Silver,38,758.09,148.03,21,275.07,42,12,0.722,0.313,2,2,1,1,Digital Wallet,0
C00444,49,Male,Amman,Silver,59,1863.75,127.63,15,451.28,3,16,0.152,0.281,5,1,0,0,Digital Wallet,0
C00742,46,Female,Other,Basic,33,1873.19,96.78,13,211.77,18,12,0.66,0.492,5,0,0,1,Digital Wallet,0
C00510,39,Male,Zarqa,Platinum,8,2328.34,250.0,4,342.37,83,14,0.273,0.553,3,2,0,1,Card,0
C00335,48,Female,Amman,Basic,42,1817.78,137.97,17,340.91,98,17,0.246,0.431,5,2,0,0,Card,0
C01051,26,Female,Amman,Basic,65,577.26,36.59,21,122.36,13,18,0.402,0.504,5,2,0,0,Cash,0
C00906,53,Female,Irbid,Basic,22,2305.95,322.24,17,417.32,36,20,0.697,0.56,4,2,0,0,Card,0
C00610,67,Female,Amman,Silver,28,1925.91,146.07,12,295.42,43,17,0.555,0.366,3,1,0,1,Cash,0
C00084,28,Male,Amman,Basic,35,1316.5,103.02,18,196.0,99,13,0.45,0.092,5,0,0,0,Card,0
C00365,47,Male,Amman,Silver,28,1546.27,199.06,17,321.04,53,15,0.532,0.588,3,0,0,1,Card,0
C00762,25,Female,Amman,Gold,15,1026.38,154.99,4,495.15,80,18,0.061,0.508,4,1,0,0,Card,0
C00069,69,Female,Irbid,Gold,1,2728.96,319.16,6,42.99,63,21,0.26,0.655,3,1,0,0,Digital Wallet,0
C00260,48,Female,Other,Basic,37,2000.34,73.81,22,129.29,26,14,0.836,0.363,4,2,0,1,Card,0
C00107,26,Female,Amman,Platinum,33,1848.78,276.68,11,500.0,205,21,0.358,0.314,4,1,0,1,Card,1
C00681,22,Female,Irbid,Gold,38,2085.05,341.0,15,500.0,74,19,0.681,0.649,4,1,0,1,Digital Wallet,0
C00020,18,Female,Amman,Basic,44,452.66,69.32,20,161.88,97,7,0.066,0.643,5,0,0,0,Cash,0
C01012,44,Male,Amman,Gold,21,2528.52,227.45,10,500.0,18,13,0.405,0.207,5,3,1,0,Card,1
C00314,36,Female,Amman,Basic,33,1711.49,337.09,19,500.0,1,13,0.224,0.372,5,2,0,0,Card,0
C01164,53,Male,Irbid,Platinum,7,2163.6,313.69,11,187.2,42,17,0.598,0.537,5,3,1,0,Cash,0
C01118,21,Female,Amman,Basic,17,1167.3,111.01,4,500.0,41,14,0.568,0.425,4,3,1,0,Digital Wallet,0
C00553,69,Male,Amman,Gold,51,1996.43,217.45,29,432.39,57,15,0.256,0.209,4,1,0,0,Bank Transfer,1
C00137,39,Male,Amman,Silver,55,2265.74,187.38,28,315.02,48,19,0.659,0.629,4,0,0,0,Cash,0
C00860,22,Male,Zarqa,Basic,29,1360.52,177.82,15,348.66,9,16,0.338,0.34,3,1,0,0,Card,0
C00667,39,Female,Other,Silver,24,1140.19,85.85,12,181.46,48,10,0.553,0.213,4,1,0,1,Card,0
C00673,57,Female,Irbid,Gold,41,1747.56,256.52,13,500.0,54,7,0.273,0.403,3,3,1,0,Digital Wallet,1
C00427,69,Male,Irbid,Basic,26,2266.66,117.81,12,234.29,52,10,0.053,0.579,3,1,0,1,Card,1
C00515,58,Male,Irbid,Basic,55,2125.36,177.2,18,448.11,2,21,0.106,0.733,2,4,1,1,Digital Wallet,0
C00282,45,Female,Zarqa,Basic,37,1871.71,141.7,14,308.88,61,16,0.338,0.228,3,0,0,0,Digital Wallet,1
C00543,27,Male,Amman,Silver,9,1145.81,104.58,7,132.83,9,16,0.113,0.462,4,0,0,0,Card,1
C00857,30,Male,Balqa,Basic,5,1440.08,196.65,6,169.93,1,13,0.462,0.421,4,1,0,0,Card,0
C00654,50,Male,Irbid,Platinum,8,1647.04,247.79,14,111.3,9,14,0.4165,0.864,4,3,1,1,Cash,0
C01184,63,Male,Other,Gold,62,1878.74,277.71,21,500.0,2,28,0.543,0.371,3,1,0,0,Digital Wallet,1
C00962,51,Male,Irbid,Gold,60,2194.54,220.28,22,500.0,75,15,0.205,0.723,4,0,0,0,Card,0
C00499,20,Female,Amman,Basic,24,1069.9,124.92,9,356.26,110,14,0.244,0.306,4,0,0,1,Card,1
C00947,20,Male,Zarqa,Basic,66,1366.35,146.06,22,365.28,38,18,0.638,0.39,3,1,0,1,Card,0
C00197,63,Female,Irbid,Silver,46,1708.26,166.4,20,312.62,11,17,0.452,0.51,3,2,0,1,Card,0
C00772,45,Male,Amman,Silver,10,1240.4,102.63,7,139.68,69,14,0.243,0.294,4,1,0,0,Card,0
C01172,52,Male,Zarqa,Silver,23,1898.07,158.78,14,209.53,22,16,0.573,0.24,4,0,0,0,Cash,0
C00526,19,Female,Irbid,Platinum,17,1629.6,284.67,17,306.17,19,21,0.389,0.517,3,0,0,0,Card,0
C00484,57,Female,Amman,Silver,12,2290.89,158.61,9,204.29,131,14,0.221,0.512,3,4,1,1,Cash,0
C00025,32,Male,Irbid,Basic,4,1518.41,98.22,3,138.05,43,8,0.258,0.494,3,2,0,0,Digital Wallet,0
C00782,49,Male,Irbid,Gold,28,1377.11,355.34,21,492.16,3,17,0.647,0.467,3,5,1,0,Card,0
C00810,70,Male,Irbid,Gold,35,2182.44,364.42,18,500.0,20,15,0.716,0.186,4,3,1,1,Card,0
C00384,59,Male,Amman,Platinum,9,3053.6,367.84,18,182.9,2,19,0.146,0.497,4,3,1,0,Card,1
C00006,25,Female,Zarqa,Basic,3,1196.32,193.68,9,66.66,92,22,0.677,0.296,3,1,0,1,Digital Wallet,0
C00913,49,Male,Amman,Silver,8,1425.24,180.47,5,305.35,5,12,0.336,0.752,4,1,0,1,Bank Transfer,0
C00666,49,Male,Other,Silver,8,1818.19,236.35,10,151.16,11,15,0.514,0.146,4,1,0,0,Card,0
C00869,29,Female,Amman,Gold,15,1531.64,155.83,10,240.13,17,12,0.343,0.421,5,0,0,1,Card,0
C00800,61,Female,Zarqa,Silver,17,2174.49,238.85,7,500.0,18,12,0.575,0.638,5,2,0,0,Bank Transfer,0
C01008,69,Female,Amman,Silver,41,2020.36,241.89,19,486.95,18,14,0.363,0.544,3,3,1,0,Bank Transfer,0
C00044,19,Female,Amman,Platinum,60,1792.625,279.5,24,500.0,139,17,0.453,0.107,3,1,0,0,Card,0
C00295,52,Female,Amman,Silver,59,1418.28,82.9,27,183.16,6,13,0.093,0.442,4,0,0,0,Digital Wallet,0
C00310,54,Female,Irbid,Silver,28,2325.95,121.76,13,269.55,9,11,0.605,0.28,4,4,1,0,Card,1
C01190,54,Male,Amman,Basic,39,1426.42,131.99,16,259.34,49,14,0.372,0.554,5,0,0,0,Card,0
C00519,19,Male,Balqa,Platinum,16,1885.61,420.46,14,361.72,5,17,0.125,0.585,3,0,0,0,Digital Wallet,0
C00366,66,Female,Zarqa,Gold,12,1844.63,153.17,12,129.03,2,17,0.646,0.142,3,2,0,0,Digital Wallet,0
C00064,67,Female,Zarqa,Basic,10,1608.42,205.12,9,224.04,2,17,0.431,0.305,3,3,1,1,Card,0
C00354,68,Female,Zarqa,Gold,13,2968.75,240.72,12,194.16,3,14,0.603,0.954,4,1,0,1,Cash,0
C00890,33,Female,Other,Basic,47,611.04,103.52,24,192.51,1,7,0.408,0.26,3,2,0,0,Cash,1
C00816,33,Male,Amman,Basic,21,1752.07,181.5,12,280.92,22,14,0.204,0.426,4,4,1,0,Cash,0
C00307,19,Male,Zarqa,Gold,17,1722.33,216.63,12,276.37,24,25,0.42,0.849,2,2,0,1,Card,0
C00399,24,Female,Other,Gold,5,1116.35,254.04,5,265.25,2,15,0.312,0.579,3,1,0,1,Card,0
C00222,43,Female,Zarqa,Platinum,37,2441.11,218.96,15,500.0,2,24,0.328,0.756,3,1,0,1,Card,0
C01168,42,Female,Amman,Basic,13,1645.78,177.55,5,435.32,19,18,0.704,0.577,3,3,1,0,Card,0
C00641,45,Female,Amman,Silver,8,1447.96,190.62,11,116.74,5,11,0.458,0.809,3,2,0,1,Card,0
C01133,69,Male,Amman,Basic,84,1539.51,204.57,33,500.0,5,20,0.359,0.476,3,3,1,0,Card,0
C00771,36,Male,Amman,Basic,42,837.41,46.35,16,122.62,13,14,0.302,0.733,4,0,0,0,Cash,0
C00018,20,Male,Irbid,Silver,65,1043.67,133.61,17,500.0,12,20,0.648,0.136,3,0,0,1,Cash,0
C00734,46,Male,Amman,Silver,20,1984.51,114.84,10,190.41,54,14,0.293,0.772,3,0,0,1,Digital Wallet,0
C00827,44,Male,Amman,Gold,21,2102.48,240.65,12,322.71,75,16,0.512,0.451,4,0,0,1,Digital Wallet,0
C00013,54,Male,Amman,Silver,3,1587.74,305.8,7,148.9,145,17,0.211,0.698,3,0,0,1,Cash,1
C00298,20,Female,Irbid,Silver,30,1851.68,102.88,16,151.49,46,15,0.602,0.185,4,1,0,1,Card,0
C00683,45,Male,Amman,Silver,3,1548.87,152.83,5,93.87,11,14,0.447,0.41,4,4,1,0,Card,0
C00262,57,Male,Amman,Basic,22,2063.38,128.02,15,202.3,8,14,0.543,0.522,3,4,1,1,Card,0
C01154,46,Female,Other,Basic,41,1385.62,84.72,19,196.97,3,12,0.291,0.295,3,2,0,0,Digital Wallet,0
C00609,18,Male,Zarqa,Platinum,14,1425.71,272.72,17,256.3,147,25,0.421,0.161,4,1,0,0,Digital Wallet,1
C01116,56,Female,Irbid,Basic,10,1994.23,173.54,7,231.59,22,27,0.414,0.74,5,0,0,1,Bank Transfer,1
C01047,39,Female,Amman,Basic,9,2074.9,309.31,11,242.37,34,16,0.578,0.543,4,4,1,1,Card,1
C00794,62,Male,Other,Silver,4,1745.55,149.37,6,90.66,7,12,0.731,0.732,4,3,1,0,Digital Wallet,0
C01082,45,Male,Irbid,Gold,14,1837.42,193.81,8,343.09,64,20,0.255,0.025,4,3,1,1,Card,0
C01017,68,Male,Zarqa,Basic,15,1738.79,222.95,9,357.38,9,21,0.363,0.567,4,1,0,0,Digital Wallet,0
C00496,22,Male,Amman,Silver,19,2033.73,270.49,10,362.16,94,16,0.451,0.152,4,0,0,1,Card,0
C00143,43,Male,Amman,Gold,12,1882.8,322.34,17,251.06,122,20,0.623,0.338,4,2,0,0,Digital Wallet,0
C00129,48,Female,Zarqa,Silver,37,1350.77,144.33,15,323.7,8,17,0.354,0.199,5,1,0,1,Digital Wallet,0
C00416,46,Male,Balqa,Basic,28,2247.9,247.94,21,353.02,83,18,0.238,0.719,4,3,1,1,Cash,0
C01054,55,Female,Irbid,Basic,9,1733.31,187.76,16,94.6,0,17,0.616,0.019,4,0,0,0,Card,0
C00976,20,Female,Amman,Silver,15,733.45,193.11,11,238.2,88,15,0.578,0.498,5,1,0,0,Cash,0
C00875,24,Female,Amman,Gold,55,2216.39,289.61,27,500.0,81,15,0.111,0.575,4,1,0,0,Digital Wallet,0
C00420,20,Male,Amman,Basic,22,1273.42,118.66,10,284.83,9,11,0.141,0.281,4,1,0,0,Bank Transfer,1
C00238,23,Male,Zarqa,Basic,28,1471.47,120.34,16,231.52,8,13,0.211,0.421,4,2,0,1,Card,0
C01148,54,Female,Other,Basic,26,1071.73,128.38,15,234.67,39,11,0.238,0.729,2,2,1,1,Card,1
C01031,42,Male,Zarqa,Basic,24,2776.7,100.36,13,163.25,67,9,0.292,0.684,3,3,1,0,Card,0
C00850,29,Male,Amman,Platinum,21,2899.64,337.26,19,391.46,13,18,0.716,0.539,3,0,0,0,Cash,0
C00405,56,Male,Balqa,Basic,6,678.7,127.77,6,127.15,91,11,0.48,0.907,5,0,0,0,Card,0
C00265,40,Female,Amman,Platinum,59,2128.29,205.05,24,419.11,96,15,0.169,0.265,4,1,0,0,Card,1
C00313,32,Female,Irbid,Basic,28,1624.72,108.77,10,316.41,87,15,0.273,0.305,5,0,0,0,Card,0
C01088,23,Female,Amman,Gold,49,1601.17,184.14,19,500.0,9,16,0.271,0.114,4,2,0,1,Card,1
C01156,21,Male,Amman,Gold,26,811.02,132.88,12,213.11,0,11,0.311,0.123,3,5,1,0,Card,1
C00178,58,Female,Amman,Silver,47,1970.49,270.4,26,419.6,37,14,0.215,0.308,4,1,0,0,Cash,0
C00134,37,Male,Amman,Basic,5,2378.71,99.45,5,106.98,24,14,0.447,0.285,3,1,0,1,Digital Wallet,0
C00560,67,Male,Amman,Basic,19,1995.47,171.16,9,262.38,20,13,0.037,0.709,2,5,1,1,Digital Wallet,0
C00264,24,Male,Zarqa,Gold,31,1097.96,194.49,8,500.0,35,17,0.317,0.757,3,1,0,1,Cash,0
C00151,62,Female,Amman,Basic,50,1904.81,221.85,22,500.0,3,14,0.276,0.311,4,1,0,1,Card,0
C00333,21,Male,Amman,Silver,22,1810.33,180.52,8,284.77,92,17,0.845,0.753,5,0,0,1,Bank Transfer,0
C00842,53,Female,Amman,Gold,44,2108.14,147.58,16,413.87,62,15,0.123,0.426,5,0,0,0,Digital Wallet,0
C00489,40,Female,Zarqa,Basic,63,2114.81,91.97,31,192.68,17,18,0.323,0.144,3,0,0,0,Digital Wallet,1
C01155,59,Female,Amman,Basic,63,2259.77,145.75,19,495.43,31,11,0.632,0.572,3,2,0,1,Digital Wallet,0
C00589,19,Male,Amman,Platinum,32,1893.32,265.67,21,448.86,78,17,0.685,0.431,3,2,0,1,Cash,0
C00594,42,Male,Amman,Gold,44,2273.24,219.51,18,497.94,59,20,0.218,0.65,4,1,0,0,Digital Wallet,1
C00345,68,Female,Amman,Silver,22,2263.75,163.84,15,251.89,64,13,0.426,0.22,3,4,1,1,Digital Wallet,1
C00098,19,Female,Amman,Silver,44,1667.53,174.89,20,328.54,53,11,0.394,0.468,4,0,0,0,Card,1
C00626,70,Male,Zarqa,Gold,5,2565.62,333.62,10,168.32,24,16,0.22,0.279,4,2,0,1,Cash,0
C01176,64,Female,Amman,Basic,21,2663.89,180.52,13,285.61,11,16,0.491,0.611,3,2,0,1,Cash,0
C00397,19,Female,Amman,Basic,52,1029.39,77.83,17,238.56,8,17,0.136,0.666,5,1,0,0,Digital Wallet,1
C01087,26,Female,Balqa,Basic,14,1418.96,143.11,9,178.14,4,14,0.655,0.636,3,2,0,1,Digital Wallet,0
C00945,34,Male,Amman,Silver,28,1339.68,120.37,6,500.0,48,14,0.841,0.774,3,1,0,1,Card,0
C00326,48,Female,Irbid,Basic,54,1793.61,85.61,29,119.09,10,14,0.192,0.625,3,3,1,0,Digital Wallet,0
C00783,70,Female,Balqa,Basic,9,1851.51,90.36,4,160.68,4,11,0.763,0.414,2,0,0,1,Digital Wallet,1
C00562,25,Male,Amman,Silver,13,1317.27,205.54,12,241.22,39,12,0.464,0.688,4,3,1,1,Card,0
C00216,51,Female,Other,Gold,9,1404.43,332.95,17,153.44,124,20,0.68,0.416,3,2,0,1,Digital Wallet,0
C00882,48,Male,Amman,Gold,16,2036.27,307.06,10,500.0,159,14,0.391,0.372,4,2,0,0,Card,0
C00804,54,Female,Amman,Silver,58,2132.93,156.62,20,380.87,3,14,0.417,0.443,4,1,0,0,Card,0
C00754,64,Male,Amman,Platinum,9,2406.71,247.58,9,244.64,26,14,0.324,0.752,5,0,0,1,Card,0
C00662,36,Female,Zarqa,Silver,26,1457.89,109.47,12,244.43,21,16,0.39,0.433,4,2,0,1,Digital Wallet,0
C01165,42,Female,Amman,Basic,37,642.44,67.76,13,203.41,83,15,0.822,0.437,4,0,0,0,Card,1
C01044,25,Female,Zarqa,Gold,43,1235.16,203.91,16,500.0,18,22,0.359,0.472,3,0,0,0,Card,0
C00083,54,Male,Amman,Gold,25,2839.04,239.4,10,500.0,50,15,0.503,0.415,3,8,1,0,Card,1
C00713,29,Female,Amman,Basic,25,1424.32,141.59,20,163.38,56,17,0.163,0.449,2,2,0,0,Card,1
C00121,67,Male,Balqa,Silver,22,2373.87,189.16,15,210.15,1,22,0.534,0.223,4,1,0,0,Digital Wallet,0
C00389,68,Female,Balqa,Basic,7,2487.43,111.68,6,129.04,6,10,0.211,0.383,5,1,0,0,Card,0
C01035,23,Male,Zarqa,Basic,26,1072.17,263.73,17,450.44,55,9,0.194,0.532,4,2,0,0,Digital Wallet,1
C01049,22,Male,Amman,Basic,19,1198.55,97.11,12,154.75,4,19,0.07,0.104,4,1,0,0,Card,1
C00524,24,Male,Balqa,Silver,24,1131.71,156.07,19,156.06,96,11,0.373,0.651,4,2,0,0,Digital Wallet,0
C01085,36,Female,Amman,Platinum,64,1695.58,223.28,26,436.84,17,13,0.4165,0.745,2,3,1,0,Cash,0
C00431,44,Female,Amman,Platinum,28,2590.3,354.7,15,500.0,135,18,0.613,0.373,4,1,0,0,Digital Wallet,0
C00933,30,Male,Amman,Basic,51,1421.19,126.71,19,343.99,44,8,0.446,0.337,4,2,0,0,Digital Wallet,0
C00101,44,Female,Irbid,Gold,51,2220.83,231.76,25,500.0,35,18,0.909,0.499,4,4,1,1,Card,0
C00292,31,Female,Amman,Platinum,19,1978.42,293.05,15,297.23,31,15,0.573,0.684,3,7,1,1,Digital Wallet,0
C00523,28,Female,Irbid,Gold,84,1822.63,269.03,31,500.0,69,12,0.554,0.492,4,0,0,1,Digital Wallet,0
C00404,51,Male,Amman,Silver,52,2238.07,185.35,20,500.0,231,14,0.591,0.226,4,1,0,1,Bank Transfer,0
C00362,41,Female,Zarqa,Basic,40,1559.98,206.49,23,384.35,2,10,0.444,0.185,4,1,0,0,Digital Wallet,0
C00929,57,Female,Balqa,Silver,32,1585.06,186.27,15,381.15,58,9,0.084,0.77,4,3,1,0,Digital Wallet,0
C00081,70,Female,Irbid,Silver,3,2509.96,192.77,3,182.62,49,18,0.245,0.298,3,0,0,0,Card,0
C00685,67,Male,Amman,Platinum,48,2180.77,305.42,23,500.0,1,22,0.443,0.751,4,0,0,1,Digital Wallet,0
C00430,37,Male,Other,Silver,29,1690.31,136.34,14,282.91,96,13,0.606,0.696,4,1,0,1,Card,0
